Id,FacilityId,CourseName,FacilityName,Title,City,PostalCode,PriceLow,PriceHigh,YearOpened,Designer,Email,Phone,Website,Type,Facebook,Instagram,Description
1b802a26-63ee-4855-aa53-6133a754fdab,C9C9B68F-AFCC-43F7-AF83-8343438F0F4F,Blue/White,Saskatoon Golf Club,mi-saskatoon-gc-blue-white,Alto,49302,,,,golf@saskatoongolf.com,(616) 891-9229,https://saskatoongolf.com,1,https://www.facebook.com/Saskatoon-Golf-Club-168171986926,,
37c5c92f-3c2a-407a-8efc-0feebcbed1f1,C9C9B68F-AFCC-43F7-AF83-8343438F0F4F,Gold,Saskatoon Golf Club,mi-saskatoon-gc-gold,Alto,49302,,,,golf@saskatoongolf.com,(616) 891-9229,https://saskatoongolf.com,1,https://www.facebook.com/Saskatoon-Golf-Club-168171986926,,
3fc36d37-bb45-4a3d-bb8a-5fa87bf657dc,C9C9B68F-AFCC-43F7-AF83-8343438F0F4F,Gold/Red,Saskatoon Golf Club,mi-saskatoon-gc-gold-red,Alto,49302,,,,golf@saskatoongolf.com,(616) 891-9229,https://saskatoongolf.com,1,https://www.facebook.com/Saskatoon-Golf-Club-168171986926,,
fc965dd9-7d4d-4220-a58b-a5543b4651a5,C9C9B68F-AFCC-43F7-AF83-8343438F0F4F,Red,Saskatoon Golf Club,mi-saskatoon-gc-red,Alto,49302,,,,,golf@saskatoongolf.com,(616) 891-9229,https://saskatoongolf.com,1,https://www.facebook.com/Saskatoon-Golf-Club-168171986926,,
a3b35385-dee0-4d6e-8a1b-3bee4a850fc1,C9C9B68F-AFCC-43F7-AF83-8343438F0F4F,Silver,Saskatoon Golf Club,mi-saskatoon-gc-silver,Alto,49302,,,,,golf@saskatoongolf.com,(616) 891-9229,https://saskatoongolf.com,1,https://www.facebook.com/Saskatoon-Golf-Club-168171986926,,
d37124e4-b0da-40f0-9bfb-183b90963aea,101D77FA-1C8A-4CB7-A835-A832764A0C37,Pointe West Golf Club,Pointe West Golf Club,mi-pointe-west-gc,Amherstburg,N9V 3N8,,,,,,(519) 736-2318,https://www.pointewestgolf.com,1,,,
472a5ad0-2435-458d-8767-f8b3f53899ce,A31934C6-C5C0-4A8E-AA66-62C6C9F450D0,Huron Hills Golf Course,Huron Hills Golf Course,mi-huron-hills-gc,Ann Arbor,48104,,,,,,(734) 971-6840,https://www.a2gov.org/departments/Parks-Recreation/parks-places/golf/Pages/Huron-Hills.aspx,1,,,
1c8cd6d5-4b96-46f6-b546-cb09234e4073,9AC37AD3-C444-4F10-9796-4B7CC4901B68,Lake Forest Golf Club,Lake Forest Golf Club,mi-lake-forest-gc,Ann Arbor,48103,,,,,,(734) 995-0597,https://www.lakeforestgolfclub.com,2,,,
10efb231-aba4-4fff-b99e-b72a11ab0d73,E021DBDD-33CD-4ED9-88E5-BC26BBF67716,Leslie Park Golf Course,Leslie Park Golf Course,mi-leslie-park-gc,Ann Arbor,48103,,,,,,(734) 994-1163,https://www.a2gov.org/departments/Parks-Recreation/parks-places/golf/Pages/Leslie-Park.aspx,1,,,
863d06c4-a0e4-43c7-a393-851d5d9ee963,880E0649-1ECE-4996-825C-E4ECB1AA6C1C,Polo Fields Golf & Country Club,Polo Fields Golf & Country Club,mi-polo-fields-golf-and-country-club,Ann Arbor,48103,,,,,,(734) 995-4653,https://www.polofieldsgolf.com,3,,,
629f1570-9cf6-42fa-9686-04d5e23a8661,43382EFD-ACF1-4B93-B831-811B420B2FAD,Radrick Farms,Radrick Farms,mi-radrick-farms,Ann Arbor,48103,,,,,,(734) 662-5950,https://www.radrickfarmsgc.com,1,,,
81a11c4c-d84b-4084-a698-9cc2043ccf12,2A24E65A-9D62-49E2-921D-7BFC0CD47BFE,Stonebridge Golf Club,Stonebridge Golf Club,mi-stonebridge-gc,Ann Arbor,48108,,,,,,(734) 429-8383,https://www.stonebridgegc.com,1,,,
0a05c013-bb8b-4ca3-8bf4-d028d5d2d16e,A46061E4-A0EE-4A57-88EC-89F9AACC75B0,Travis Pointe Country Club,Travis Pointe Country Club,mi-travis-pointe-country-club,Ann Arbor,48108,,,,,,(734) 434-0051,https://www.travispointegolf.com,2,,,
c194d8f5-1874-4cfc-a37f-9870ef89c554,EB2F6275-F3D7-47C7-9695-6F58B8481262,Elk Ridge Golf Club,Elk Ridge Golf Club,mi-elk-ridge-gc,Atlanta,49709,,,,,,(989) 785-2275,https://www.elkridgegolfclub.com,1,,,
039475b7-efe4-48db-b7fe-197d9d9f13c7,DCA3C3FF-6472-4DA3-BF9F-BBD088B8F965,Huron Breeze Golf Course,Huron Breeze Golf Course,mi-huron-breeze-gc,Au Gres,48703,,,,,,(989) 876-6868,,1,,,
aa3ad0c9-50ab-470f-9be6-fc6cae4d5b8b,EB407958-EA3F-40D3-A58F-C1470531ACCD,Fieldstone Golf Club,Fieldstone Golf Club,mi-fieldstone-gc,Auburn Hills,48326,,,,,,(248) 852-4653,https://www.fieldstonegc.com,1,,,
3143c0cf-4bb1-4bb8-8001-63da54a39503,B764C6CF-D8FB-4227-BA47-353ED476F354,North,Stonehedge Golf Club,mi-stonehedge-gc-north,Augusta,49012,,,,,,(269) 731-6000,https://www.stonehedgegolfclub.com,1,,,
17de11f2-c4d6-4b01-bb7b-a7cc64157b5b,B764C6CF-D8FB-4227-BA47-353ED476F354,South,Stonehedge Golf Club,mi-stonehedge-gc-south,Augusta,49012,,,,,,(269) 731-6000,https://www.stonehedgegolfclub.com,1,,,
b8e25eea-b781-4fcc-926a-7901dc3e9ea8,26996940-8ACC-44C4-9495-734776842B83,Verona Hills Golf Club,Verona Hills Golf Club,mi-verona-hills-gc,Bad Axe,48413,,,,,,(989) 269-8132,,1,,,
2a4725d4-6492-4188-af18-89a61998309c,753FF235-79B2-4C51-BFE7-5B57D0BD9C5A,Sage Run Golf Course,Sage Run Golf Course,mi-sage-run-gc,Bark River,49807,,,,,,(906) 399-9451,https://www.sagerungolf.com,1,,,
c1f55b1d-2c95-4900-b6ad-70d7b240ac81,EAB036FD-48A0-418F-B266-3EAE33FF8E2D,10-18 / 19-27,Hawk Hollow Golf Course,mi-hawk-hollow-gc-10-18-19-27,Bath,48808,,,,,,(517) 641-4295,https://www.hawkhollowgolf.com,1,,,
1422f077-3388-4b26-b0ae-18f3927a2bc4,EAB036FD-48A0-418F-B266-3EAE33FF8E2D,1-9 / 10-18,Hawk Hollow Golf Course,mi-hawk-hollow-gc-1-9-10-18,Bath,48808,,,,,,(517) 641-4295,https://www.hawkhollowgolf.com,1,,,
e691e11d-2002-4a62-a1ac-363a5917c6cd,EAB036FD-48A0-418F-B266-3EAE33FF8E2D,19-27 / 1-9,Hawk Hollow Golf Course,mi-hawk-hollow-gc-19-27-1-9,Bath,48808,,,,,,(517) 641-4295,https://www.hawkhollowgolf.com,1,,,
3bb7d69a-e3d1-4495-ad85-20f3a6bab25c,B77FD32E-25ED-4DD8-8DAC-F6EDAD3CFE3D,Cedar Creek Golf Club,Cedar Creek Golf Club,mi-cedar-creek-gc,Battle Creek,49017,,,,,cedarcreekgolf@comcast.net,(269) 965-6423,https://www.cedargolfclub.com/,1,https://www.facebook.com/profile.php?id=100057555695003,,
8453cfc2-4df5-457e-97ed-cd24c1f87c06,AEF85089-70C3-4F14-A990-60209927CBA4,Custer Greens,Custer Greens,mi-custer-greens,Battle Creek,49037,,,,,,,,1,,,
214e80dd-aadc-4487-a609-fa798ee2ef6b,07B81761-A1E2-4E26-9E48-75EC4A860C8A,Marsh/Preserve,Binder Park Golf Course,mi-binder-park-golf-course-marsh-preserve,Battle Creek,49014,,,,,info@binderparkgolf.com,(269) 979-8250,https://www.binderparkgolf.com/,1,https://www.facebook.com/BinderParkGolf,,
98a67c3a-e06e-4de1-b804-ba0f4d407c6e,07B81761-A1E2-4E26-9E48-75EC4A860C8A,Natural/Marsh,Binder Park Golf Course,mi-binder-park-golf-course-natural-marsh,Battle Creek,49014,,,,,info@binderparkgolf.com,(269) 979-8250,https://www.binderparkgolf.com/,1,https://www.facebook.com/BinderParkGolf,,
d04390f7-e30e-4979-92e0-dd68ce3510db,07B81761-A1E2-4E26-9E48-75EC4A860C8A,Preserve/Natural,Binder Park Golf Course,mi-binder-park-golf-course-preserve-natural,Battle Creek,49014,,,,,info@binderparkgolf.com,(269) 979-8250,https://www.binderparkgolf.com/,1,https://www.facebook.com/BinderParkGolf,,
e5ed58e3-8985-407f-abe5-df387ba26d18,13182B8B-F2C9-45B5-BFC9-E9BCBED79E71,Riverside Golf Club,Riverside Golf Club & Banquet,mi-riverside-gc-and-banquet-riverside-gc,Battle Creek,49015,,,,,,(269) 963-3831,,1,,,
6c242f6b-e002-4b9d-aca2-5918d4831f9c,19F1C81E-E6B6-4988-9DE9-7AE82524576F,Bay Valley Resort,Bay Valley Resort,mi-bay-valley-resort,Bay City,48706,,,,,customerserv@bayvalley.com,(989) 686-5400,https://www.bayvalley.com/,1,https://www.facebook.com/BVResort,,
2c148907-8f32-483c-b8a6-374f2c9accae,C930B463-4BD1-40E3-9019-2B665F795AF8,Saginaw Valley Public Golf Course,Saginaw Valley Public Golf Course,mi-saginaw-valley-public-golf-course,Bay City,48706,,,,,,(989) 684-6043,,1,,,
9758b301-960e-4fad-b077-123e443a21f8,E804B6A0-1D71-4FF1-9685-D7DCC5FAA180,Bear Lake Highlands,Wolf River Golf Park,mi-wolf-river-golf-park-bear-lake-highlands,Bear Lake,49614,,,,,INFO@WOLFRIVERGOLFPARK.COM,(231) 398-3980,https://www.wolfrivergolfpark.com/,1,,https://www.instagram.com/wolfrivergolfpark/,
5a5605c2-ee84-4851-8493-e0693b8057b2,F4EE281F-AA67-45C7-9901-8067909EDC39,Candlestone Golf & Resort,Candlestone Golf & Resort,mi-candlestone-golf-and-resort,Belding,48809,,,,,frontdesk@candlestone.com,(616) 794-1580,https://candlestoneresort.com/,1,,,
d8e2b091-9350-4d6b-a3e9-d39c2607b2f8,6E12D934-6ED9-484C-8099-4D98BA5C9BBD,Iron Horse Gc At Double R Ranch,Iron Horse Gc At Double R Ranch,mi-iron-horse-gc-at-double-r-ranch,Belding,48809,,,,,,,,-1,,,
2e99856d-0366-42aa-88d0-491a663b8e58,8E0F44A3-3D95-446E-A5E8-09B4B93B66D9,Cedar River Gc,Shanty Creek Resort,mi-shanty-creek-resort-cedar-river-gc,Bellaire,49615,,,,,,,,1,https://www.facebook.com/shantycreek,https://www.instagram.com/shantycreekresort/,
567de257-42fa-4c81-834d-6d55fc047a4b,966D31BB-E38D-471F-93C3-68B70EA59B35,Harbour Club Gc,Harbour Club Gc,mi-harbour-club-gc,Belleville,48111,,,,,,,,-1,,,
3537f351-55ed-4bdf-8a50-46d3bad13db9,B3273642-778E-4AA6-9318-10F6DD6B5546,Willow Metropark Gc,Willow Metropark Gc,mi-willow-metropark-gc,Belleville,,,,,,,,,-1,,,
136ee188-0dc4-4b18-b110-ac3fec6803cc,00C3D334-0CA9-4A17-A9BB-852049F22718,Boulder Creek Golf Club,Boulder Creek Golf Club,mi-boulder-creek-golf-club,Belmont,49306,,,,,,(616) 363-1330,https://bouldercreekgolfclub.com/,1,,,
4a5e9113-63a8-46f1-98e3-92d578579ffc,B101ECBE-A521-43E7-BEE9-D6B2E1F72998,Blossom Trails Golf Club,Blossom Trails Golf Club,mi-blossom-trails-golf-club,Benton Harbor,49022,,,,,,,https://blossomtrailsgolfclub.com/,1,https://www.facebook.com/BlossomTrails,,
bc0032d8-a50f-4098-b463-f8f8fb67c18e,2ADB3645-0A6D-4962-9DAC-BEE9759E6707,Lake Michigan Hills Gc,Lake Michigan Hills Gc,mi-lake-michigan-hills-gc,Benton Harbor,,,,,,,,,-1,,,
8bce38f5-b2c1-4d90-97e2-51b0a5151886,23F32412-800C-4675-AAF7-8CB02AB0D142,Point O'woods Golf & Country Club,Point O'woods Golf & Country Club,mi-point-owoods-golf-and-country-club,Benton Harbor,49022,,,,,,,,-1,,,
972642a9-4818-4b23-9a9c-272713ccd989,E54D60E5-76C3-4290-914D-6EBAC46F04AF,Champion Hill Golf Course,Champion Hill Golf Course,mi-champion-hill-golf-course,Beulah,49617,,,,,,(231) 882-9200,https://www.championhill.com/,1,https://www.facebook.com/Championhill/,,
0fd1cdab-19cf-4844-b1f1-96d957a15065,C1BCCE5C-85A8-467B-A032-DB7990BD2194,Crystal Lake Golf Course,Crystal Lake Golf Course,mi-crystal-lake-golf-course,Beulah,49617,,,,,clg.beulah@gmail.com,(231) 882-4061,https://www.crystallakegolfmi.com/,1,https://www.facebook.com/golfcrystallake/,https://www.instagram.com/crystallakegolfevents,
e4eb0cee-ce2f-4d59-b043-506fb00755aa,DCE4822E-EF6E-4856-AF96-4B853DE99C3A,Falcon Head Golf Club,Falcon Head Golf Club,mi-falcon-head-golf-club,Big Rapids,,,,,,,,,-1,,,
d42e97f0-d578-4057-8edd-8ee674c8cc3d,E2D71684-B71B-4D63-9365-E1EC61ACC505,Katke Golf Course At Ferris State Univ,Katke Golf Course At Ferris State Univ,mi-katke-golf-course-at-ferris-state-univ,Big Rapids,49307,,,,,,,,-1,,,
3705f946-b70c-4a58-94a8-457e4cf2c381,D2A6457B-8E7B-44AE-BE59-005EB49C65CF,Meceola Country Club,Meceola Country Club,mi-meceola-country-club,Big Rapids,,,,,,,,,-1,,,
8e75362b-ee8f-404b-bc86-b6c9ffe6a083,F4FD0248-69A9-4A8F-BD3C-6B5B7EFE6109,Lincoln Hills Gc,Lincoln Hills Gc,mi-lincoln-hills-gc,Birmingham,48009,,,,,,,,-1,,,
441f815a-6cf8-4ecc-b964-b8498e089173,D0AFDAE9-FC07-4CEF-9487-30C01EFC71FE,Forest Lake Country Club,Forest Lake Country Club,mi-forest-lake-country-club,Bloomfield Hills,,,,,,,,,-1,,,
bc8bcdba-0520-4192-894b-528a59d8f963,CCD7B9F3-02E7-4BC6-A36A-678E959EDD77,Heathers Club,Heathers Club Of Bloomfield Hills,mi-heathers-club-of-bloomfield-hills-heathers-club,Bloomfield Hills,48304,,,,,,,,-1,,,
d14ae23b-4216-4690-b5fc-84f640f0c2d2,A2FDC67E-B8A0-4F7C-89EA-2C36A179F0D2,Oakland Hills Country Club - North,Oakland Hills Country Club,mi-oakland-hills-country-club-oakland-hills-country-club-north,Bloomfield Hills,48301,,,,,,,,2,,,
9412e439-0a50-4f63-823e-dd6e15009196,B519447C-A5B0-4452-8964-316FD71B2D64,Springdale Gc,Springdale Gc,mi-springdale-gc,Bloomfield Hills,48304,,,,,,,,-1,,,
b34820bc-5770-468a-bc27-45cf60136df1,0BB0D7A0-4729-4A78-9F80-6F06E4E16206,Stoneycroft Hills Club,Stoneycroft Hills Club,mi-stoneycroft-hills-club,Bloomfield Hills,,,,,,,,,-1,,,
7bac5ba5-cef4-452a-b8c7-c3cd709a47fb,31374EF1-1277-4A4B-B60D-0A73747111EE,Stonycroft Hills Club,Stonycroft Hills Club,mi-stonycroft-hills-club,Bloomfield Hills,48304,,,,,,,,-1,,,
9539d727-94ae-4650-9b7d-5a00520c6a25,2823AA73-BCFA-4BA3-A8E2-2F47F6BF49D8,Wabeek Country Club,Wabeek Country Club,mi-wabeek-country-club,Bloomfield Hills,,,,,,,,,-1,,,
118c5b07-0530-4797-8849-7628a7509049,080F39BA-2CE3-48D7-AC8C-6638534011F1,Ridge Gc,Ridge Gc,mi-ridge-gc,Breckenridge,48615,,,,,,,,-1,,,
3f6f3a59-cd68-412e-ad85-766130067955,36FC6765-8D76-4E58-B30D-89DB316B2A46,Green Acres Gc,Green Acres Gc,mi-green-acres-gc,Bridgeport,48722,,,,,,,,-1,,,
b6399477-7650-4968-a601-90db36dce91f,FF8494CE-8509-4379-AD9C-53A06F864C3F,Pebblewood Country Club,Pebblewood Country Club,mi-pebblewood-country-club,Bridgman,,,,,,,,,-1,,,
de417c6c-279e-448a-82cd-872b25c87fde,D0AFECE6-56F3-4203-A0ED-3172657A6337,Championship Course,Oak Pointe Country Club,mi-oak-pointe-country-club-championship-course,Brighton,,,,,,,,,-1,,,
b533ff9a-26a1-48cb-9344-ddc98f961f72,E47E375E-3951-4A54-8035-CA69D60E844A,Golf Club At Mt. Brighton,Golf Club At Mt. Brighton,mi-golf-club-at-mt.-brighton,Brighton,,,,,,,,,-1,,,
d7c20bf0-9159-40a4-9349-3e7f736aa1e8,D0AFECE6-56F3-4203-A0ED-3172657A6337,Honors - East/West Routing,Oak Pointe Country Club,mi-oak-pointe-country-club-honors-east-west-routing,Brighton,,,,,,,,,-1,,,
d2a44d91-ed91-4864-9efa-a6a6be14cc6e,D0AFECE6-56F3-4203-A0ED-3172657A6337,Honors Course,Oak Pointe Country Club,mi-oak-pointe-country-club-honors-course,Brighton,,,,,,,,,-1,,,
152d356f-69cf-495e-b65f-ebe9e2b1aef8,4880C538-E826-4A7C-B113-E1E1793922F0,Huntmore Gc,Huntmore Gc,mi-huntmore-gc,Brighton,,,,,,,,,-1,,,
e7caabaf-10bb-4e50-8820-d9d26807c6bb,FE789BEA-5F28-4CB8-8DC1-95FDC3B961F4,Huron Meadows Metropark Gc,Huron Meadows Metropark Gc,mi-huron-meadows-metropark-gc,Brighton,,,,,,,,,-1,,,
07a9395b-1897-4ba9-b25c-e4b9cb9d5da8,6EDD2761-7511-4CF1-9A64-B4F344B28E6D,Lakelands Golf & Country Club,Lakelands Golf & Country Club,mi-lakelands-golf-and-country-club,Brighton,,,,,,,,,-1,,,
e95304d9-5bdb-4c93-ba1e-1caf1fe795c9,44EAA958-CBBC-4B44-9A4E-26B106CC8076,Prairie River Gc,Prairie River Gc,mi-prairie-river-gc,Bronson,,,,,,,,,-1,,,
b0ff9993-0f9a-4d51-b022-bea33edabbfc,BFE1CCC4-ECD0-4491-B0B3-8420251DE3F4,Lake Erie Metropark Gc,Lake Erie Metropark Gc,mi-lake-erie-metropark-gc,Brownstown,48173,,,,,,,,-1,,,
6950b6a6-46fd-44ce-804b-420c0806301a,3467B28F-0952-4F66-AB5D-179CA8A00688,Hidden River Golf & Casting Club,Hidden River Golf & Casting Club,mi-hidden-river-golf-and-casting-club,Brutus,,,,1997,W. Bruce Matthews Iii,,,,-1,,,
58cdea87-0951-4b2b-b692-f5d02ab09f64,F1D00C67-7E86-4372-BC3B-DE3478E37C84,Brookwood Golf Course,Brookwood Golf Course,mi-brookwood-golf-course,Buchanan,49107,,,,,proshop@golfbrookwood.com,(269) 695-7818,https://golfbrookwood.com/,1,https://www.facebook.com/BrookwoodGolfCourse,,
c5b82868-91ea-4249-bb8b-b54998e353f7,64F1A62A-67A8-44FD-B5D7-03718F0B0C54,Orchard Hills Country Club,Orchard Hills Country Club,mi-orchard-hills-country-club,Buchanan,,,,,,,,,-1,,,
dc316a68-f326-4a91-82a5-3ebe103eb367,9082111F-845A-4676-9CAE-6C71081E2B1C,Turtle Creek Gc,Turtle Creek Gc,mi-turtle-creek-gc,Burlington,49029,,,,,,,,-1,,,
049f47b3-3fd3-4a96-968d-5897f531d031,059BE49F-398D-443B-AE7F-271194CB6799,Ima Brookwood Gc,Ima Brookwood Gc,mi-ima-brookwood-gc,Burton,,,,,,,,,-1,,,
e32b0724-448b-487f-b87b-1420a681b879,C3FB3EEE-0B99-4247-BBDC-A2100FF168C2,Railside Gc,Railside Gc,mi-railside-gc,Byron Center,49315,,,,,,,,-1,,,
4238834c-6f6f-4ee2-9b59-f91fe1d71256,BAB2F487-6DC9-4A8E-8E3D-EB114C4B2B0D,Norway,Evergreen Resort,mi-evergreen-resort-norway,Cadilac,49601,,,,,,,,-1,,,
9717016f-84b0-4356-a481-1a5fa88ef4e8,BAB2F487-6DC9-4A8E-8E3D-EB114C4B2B0D,Spruce,Evergreen Resort,mi-evergreen-resort-spruce,Cadilac,49601,,,,,,,,-1,,,
312040b2-5bf6-49f8-a7b8-21faa57909d8,028DB678-A9A5-4A33-A270-E005A9728BCA,Cadillac Country Club,Cadillac Country Club,mi-cadillac-country-club,Cadillac,49601,,,,,,(231) 775-9442,https://cadillaccountryclub.org/,1,,,
4da9111a-6d0e-4cd5-83d2-53d716cc8fc7,C16BFA32-8D2F-4420-8BD5-48288A4FA1E2,Eldorado,Eldorado,mi-eldorado,Cadillac,49601,,,,,,,,-1,,,
07f69265-f19e-4523-9478-2aed1b9d0674,5B92434C-4003-4D29-94A3-2D54C272BB50,Norway Course,Mcguires Resort,mi-mcguires-resort-norway-course,Cadillac,49601,,,,,,,,-1,,,
a01ff9f6-2b92-468b-9de8-653630bc2917,5B92434C-4003-4D29-94A3-2D54C272BB50,Spruce Course,Mcguires Resort,mi-mcguires-resort-spruce-course,Cadillac,49601,,,,,,,,-1,,,
db2b46a1-6117-468e-8ae1-bbedc5a21c58,F1EF76D4-2F24-4238-931E-E61DC84F8BE6,Wedgewood Gc,Wedgewood Gc,mi-wedgewood-gc,Cadillac,49601,,,,,,,,-1,,,
893f3743-936e-4bd8-9d45-b317a83b8dbb,5C62E96D-7943-4572-8DCA-5C76D87A8AEA,Briarwood Golf Club,Briarwood Golf Club,mi-briarwood-golf-club,Caledonia,49316,,,,,,(616) 698-8720,,1,,,
ab9f07f2-94de-4dfd-b908-3b319833dcf4,31E7D3CB-1EB8-48C7-AF6C-F341BF208C6C,Broadmoor Country Club,Broadmoor Country Club,mi-broadmoor-country-club,Caledonia,49316,,,,,,(616) 891-8000,http://www.golfbroadmoor.com/,1,,,
c5c08dbf-112d-40b7-b1b6-5d65f1fe92f3,8A5E1611-9494-41B6-BCB5-E64FC7EE5F3B,Stonewater Country Club,Stonewater Country Club,mi-stonewater-country-club,Caledonia,48316,,,,,,,,-1,,,
b5d4a38a-888f-4cad-b430-dbde01f7aba8,8CD77624-B39D-4CB3-A7D4-9C95332E9BAB,East/South,Fellows Creek Gc,mi-fellows-creek-gc-east-south,Canton,48188,,,,,,,,-1,,,
8d8447b2-cd69-462d-ad86-ddbe8c46bd1b,6FC1973B-371D-4F44-B00F-E98EF2797CBC,North/South,Pheasant Run Gc,mi-pheasant-run-gc-north-south,Canton,,,,,,,,,-1,,,
ed7bae7b-017c-4a9c-9921-5da5ef056eb1,8CD77624-B39D-4CB3-A7D4-9C95332E9BAB,South/West,Fellows Creek Gc,mi-fellows-creek-gc-south-west,Canton,48188,,,,,,,,-1,,,
